"","Ring_Inschrift","Fundtyp","Artbezeichnung deutsch","Ortsbezeichnung","Datum","Beobachter","Altersdefinition","Bemerkung","Geschlecht","date","year","month","day","Gewicht_num_min","Fluegellaenge_num_min","Teilfederlaenge_num_min"
"17935","PA95255","Beringung","Rohrammer","Rietzer See","10.08.2000 10:00:00","Sohns, Gertfred","Adult","F:81;FETT:0","männlich",2000-08-10,2000,8,10,21,81,NA
"17936","PA95288","Beringung","Rohrammer","Rietzer See","23.04.2004 19:00:00","Sohns, Gertfred","Adult","F:81;FETT:3","männlich",2004-04-23,2004,4,23,21,81,NA
"17937","PA16328","Beringung","Rohrammer","Rietzer See","17.07.2001 08:00:00","Sohns, Gertfred","Adult","F:81;FETT:0","männlich",2001-07-17,2001,7,17,19.5,81,NA
"17938","PA95290","Beringung","Rohrammer","Rietzer See","29.04.2005 20:00:00","Sohns, Gertfred","Adult","F:81;FETT:1","männlich",2005-04-29,2005,4,29,19.5,81,64.5
"17939","VE28949","Beringung","Trauerschnäpper","Rietzer See","24.04.2010 10:00:00","Sohns, Gertfred","Adult",NA,"männlich",2010-04-24,2010,4,24,12,81,NA
"17940","VB83002","Beringung","Rohrammer","Rietzer See","27.04.2001 19:00:00","Sohns, Gertfred","Adult","F:81;FETT:0","männlich",2001-04-27,2001,4,27,19.5,81,NA
"17941","PC11001","Beringung","Rohrammer","Rietzer See","23.04.2010 18:00:00","Sohns, Gertfred","Adult",NA,"männlich",2010-04-23,2010,4,23,18,81,NA
"17942","VE28948","Beringung","Stieglitz","Rietzer See","24.04.2010 07:00:00","Sohns, Gertfred","Adult",NA,"männlich",2010-04-24,2010,4,24,17,82,NA
"17943","PC11008","Beringung","Rohrammer","Rietzer See","23.04.2010 20:00:00","Sohns, Gertfred","Adult",NA,"männlich",2010-04-23,2010,4,23,21,82,63
"17944","PA95293","Beringung","Rohrammer","Rietzer See","30.04.2005 10:00:00","Sohns, Gertfred","Adult","F:82;FETT:0","männlich",2005-04-30,2005,4,30,20,82,NA
"17945","PC11011","Beringung","Rohrammer","Rietzer See","24.04.2010 07:00:00","Sohns, Gertfred","Adult",NA,"männlich",2010-04-24,2010,4,24,19.5,83,NA
"17946","PA95635","Beringung","Rohrammer","Rietzer See","26.06.2003 15:00:00","Sohns, Gertfred","Adult","F:84;FETT:1","männlich",2003-06-26,2003,6,26,19.5,84,NA
"17947","PA50714","Beringung","Kleinspecht","Rietzer See","26.09.2007 11:00:00","Sohns, Gertfred","Adult","FETT:0","männlich",2007-09-26,2007,9,26,21,91,NA
"17948","OA16728","Beringung","Drosselrohrsänger","Rietzer See","05.07.2013 08:00:00","Sohns, Gertfred","Adult","FETT:2","weiblich",2013-07-05,2013,7,5,29.1,94,71
"17949","OA16729","Beringung","Drosselrohrsänger","Rietzer See","05.07.2013 08:00:00","Sohns, Gertfred","Adult","FETT:3","weiblich",2013-07-05,2013,7,5,NA,87,NA
"17950","OA16730","Beringung","Drosselrohrsänger","Rietzer See","05.07.2013 08:00:00","Sohns, Gertfred","Adult","FETT:1","männlich",2013-07-05,2013,7,5,33.5,96,NA
"17951","OA16731","Beringung","Drosselrohrsänger","Rietzer See","05.07.2013 09:00:00","Sohns, Gertfred","Adult","FETT:0","weiblich",2013-07-05,2013,7,5,NA,94,NA
"17952","ZA5453","Beringung","Rauchschwalbe","Rietzer See","21.07.2000 21:00:00","Sohns, Gertfred","Adult","F:124","unbekannt",2000-07-21,2000,7,21,NA,124,NA
"17953","VG55454","Beringung","Bartmeise","Rietzer See","04.10.2015 10:00:00","Sohns, Gertfred","Adult","FETT:3","männlich",2015-10-04,2015,10,4,15.1,62.5,48
"17954","VH4315","Wiederfund","Bartmeise","Rietzer See","25.04.2020 09:00:00","Sohns, Gertfred","Adult",NA,"weiblich",2020-04-25,2020,4,25,13.7,32,NA
"17955","VC40877","Beringung","Bartmeise","Rietzer See","10.10.2006 11:00:00","Sohns, Gertfred","Adult","F:61;FETT:4;K1R0","weiblich",2006-10-10,2006,10,10,16,NA,NA
"17956","PA50738","Beringung","Rohrammer","Rietzer See","12.07.2008 08:00:00","Sohns, Gertfred","Adult",NA,"männlich",2008-07-12,2008,7,12,18,82,NA
"17957","VC40885","Beringung","Bartmeise","Rietzer See","11.10.2006 10:00:00","Sohns, Gertfred","Adult","F:63;FETT:4","männlich",2006-10-11,2006,10,11,16,NA,NA
"17958","VG91431","Wiederfund","Bartmeise","Rietzer See","21.04.2018 08:00:00","Sohns, Gertfred","Adult","Fett:0;","männlich",2018-04-21,2018,4,21,15.2,62.5,49
"17959","VE28901","Beringung","Feldschwirl","Rietzer See","29.04.2006 10:00:00","Sohns, Gertfred","Adult","F:67","unbekannt",2006-04-29,2006,4,29,12.5,NA,NA
"17960","PA95487","Beringung","Bartmeise","Rietzer See","27.06.2002 09:00:00","Sohns, Gertfred","Adult","FETT:0","weiblich",2002-06-27,2002,6,27,14.5,NA,NA
"17961","PA95616","Beringung","Rohrammer","Rietzer See","28.06.2002 15:00:00","Sohns, Gertfred","Adult","FETT:0","weiblich",2002-06-28,2002,6,28,17,NA,NA
"17962","VC40845","Beringung","Bartmeise","Rietzer See","26.09.2006 09:00:00","Sohns, Gertfred","Adult","F:60;FETT:1;K0R0","weiblich",2006-09-26,2006,9,26,15.5,NA,NA
"17963","VC40893","Beringung","Bartmeise","Rietzer See","11.10.2006 11:00:00","Sohns, Gertfred","Adult","F:60;FETT:4;K0R2","weiblich",2006-10-11,2006,10,11,15.5,NA,NA
"17964","VC40872","Beringung","Bartmeise","Rietzer See","10.10.2006 10:00:00","Sohns, Gertfred","Adult","F:61;FETT:3","männlich",2006-10-10,2006,10,10,15.5,NA,NA
"17965","VC40884","Beringung","Bartmeise","Rietzer See","11.10.2006 10:00:00","Sohns, Gertfred","Adult","F:60;FETT:3","männlich",2006-10-11,2006,10,11,15,NA,NA
"17966","PA95294","Beringung","Bartmeise","Rietzer See","20.09.2006 09:00:00","Sohns, Gertfred","Adult","F:57;FETT:3;K0R2","weiblich",2006-09-20,2006,9,20,14,NA,NA
"17967","PB65321","Wiederfund","Bachstelze","Rietzer See","26.04.2002 00:00:00","Sohns, Gertfred","Adult",NA,"unbekannt",2002-04-26,2002,4,26,24.7,88,6.7
"17968","VC40888","Beringung","Bartmeise","Rietzer See","11.10.2006 10:00:00","Sohns, Gertfred","Adult","F:61;FETT:4;K0R2","weiblich",2006-10-11,2006,10,11,15.5,NA,NA
"17969","VC40857","Beringung","Bartmeise","Rietzer See","26.09.2006 11:00:00","Sohns, Gertfred","Adult","F:64;FETT:5","männlich",2006-09-26,2006,9,26,17,NA,NA
"17970","VC40875","Beringung","Bartmeise","Rietzer See","10.10.2006 10:00:00","Sohns, Gertfred","Adult","F:62;FETT:1","männlich",2006-10-10,2006,10,10,17,NA,NA
"17971","VC40886","Beringung","Bartmeise","Rietzer See","11.10.2006 10:00:00","Sohns, Gertfred","Adult","F:61;FETT:3;K0R1","weiblich",2006-10-11,2006,10,11,15.5,NA,NA
"17972","PA16329","Beringung","Rohrammer","Rietzer See","19.08.2001 11:00:00","Sohns, Gertfred","Adult","FETT:0","weiblich",2001-08-19,2001,8,19,19,NA,NA
"17973","PA95259","Beringung","Braunkehlweber","Rietzer See","04.10.2000 08:00:00","Sohns, Gertfred","Adult","F:71;FETT:2","weiblich",2000-10-04,2000,10,4,NA,NA,NA
"17974","PB51676","Wiederfund","Bachstelze","Rietzer See","26.04.2002 00:00:00","Sohns, Gertfred","Adult",NA,"unbekannt",2002-04-26,2002,4,26,24.6,85,6.4
"17975","VC40887","Beringung","Bartmeise","Rietzer See","11.10.2006 10:00:00","Sohns, Gertfred","Adult","F:62;FETT:1","männlich",2006-10-11,2006,10,11,15,NA,NA
"17976","VC40870","Beringung","Bartmeise","Rietzer See","29.09.2006 11:00:00","Sohns, Gertfred","Adult","F:61;FETT:1;K0R3","weiblich",2006-09-29,2006,9,29,16,62,NA
"17977","VC40873","Beringung","Bartmeise","Rietzer See","10.10.2006 10:00:00","Sohns, Gertfred","Adult","F:59;FETT:4;K2R2","weiblich",2006-10-10,2006,10,10,16,NA,NA
"17978","VB83019","Beringung","Sumpfrohrsänger","Rietzer See","21.06.2001 14:00:00","Sohns, Gertfred","Adult","FETT:1","männlich",2001-06-21,2001,6,21,NA,NA,NA
"17979","VC40858","Beringung","Bartmeise","Rietzer See","26.09.2006 12:00:00","Sohns, Gertfred","Adult","F:61;FETT:2;K0R2","weiblich",2006-09-26,2006,9,26,16,NA,NA
"17980","ZH41192","Wiederfund","Blaumeise","Rietzer See","16.09.2018 09:00:00","Stein, Robert","Adult","Muskel:3;Fett:0;","männlich",2018-09-16,2018,9,16,10.2,64,11.1
"17981","VH52674","Beringung","Teichrohrsänger","Rietzer See","20.07.2019 05:00:00","Stein, Robert","Adult","MUSKEL:2;FETT:0;BF;","weiblich",2019-07-20,2019,7,20,NA,65,11.2
"17982","ZI5866","Beringung","Rauchschwalbe","Rietzer See","07.05.2019 21:00:00","Stein, Robert","Adult","MUSKEL:2;FETT:2;","weiblich",2019-05-07,2019,5,7,NA,122,18
"17983","ZI20409","Beringung","Rauchschwalbe","Rietzer See","12.05.2020 21:00:00","Stein, Robert","Adult","MUSKEL:3;FETT:4;","männlich",2020-05-12,2020,5,12,NA,124,19.8
"17984","ZI45799","Beringung","Rauchschwalbe","Rietzer See","13.08.2020 20:00:00","Stein, Robert","Adult","Muskel:2;Fett:3;","männlich",2020-08-13,2020,8,13,NA,129,22.5
"17985","GX1759","Wiederfund","Zaunkönig","Rietzer See","28.10.2017 14:00:00","Stein, Robert","Adult","Fett:2;","weiblich",2017-10-28,2017,10,28,8,45,33
"17986","ZH41383","Wiederfund","Weidenmeise","Rietzer See","09.06.2019 06:00:00","Stein, Robert","Adult","Fett:1;BF;","weiblich",2019-06-09,2019,6,9,9.5,57.5,43
"17987","ZH41383","Wiederfund","Weidenmeise","Rietzer See","21.04.2019 17:00:00","Stein, Robert","Adult","Fett:1;","weiblich",2019-04-21,2019,4,21,9.5,57.5,43
"17988","VG94952","Wiederfund","Bartmeise","Rietzer See","24.06.2017 08:00:00","Stein, Robert","Adult","Fett:2;BF;K0R0;","weiblich",2017-06-24,2017,6,24,14.3,59,46
"17989","VG94986","Wiederfund","Teichrohrsänger","Rietzer See","05.07.2017 06:00:00","Stein, Robert","Adult","Fett:1;","männlich",2017-07-05,2017,7,5,10.9,63,48
"17990","VG91635","Wiederfund","Teichrohrsänger","Rietzer See","24.06.2017 05:00:00","Stein, Robert","Adult","Fett:2;BF;","weiblich",2017-06-24,2017,6,24,10.9,62.5,48
"17991","VH34374","Wiederfund","Teichrohrsänger","Rietzer See","19.07.2019 17:00:00","Stein, Robert","Adult","Fett:2;","männlich",2019-07-19,2019,7,19,10.6,64,48.5
"17992","VH52810","Wiederfund","Teichrohrsänger","Rietzer See","19.07.2019 18:00:00","Stein, Robert","Adult","Fett:1;","männlich",2019-07-19,2019,7,19,10.6,64,49
"17993","VH25361","Wiederfund","Teichrohrsänger","Rietzer See","09.06.2019 07:00:00","Stein, Robert","Adult","Fett:1;","männlich",2019-06-09,2019,6,9,12.2,66,50
"17994","VH10227","Wiederfund","Teichrohrsänger","Rietzer See","20.07.2019 07:00:00","Stein, Robert","Adult","Fett:1;","männlich",2019-07-20,2019,7,20,10.9,65,50
"17995","VH52863","Wiederfund","Rohrschwirl","Rietzer See","20.07.2019 06:00:00","Stein, Robert","Adult","Fett:1;BF;","weiblich",2019-07-20,2019,7,20,14.5,68,50
"17996","VG94955","Wiederfund","Teichrohrsänger","Rietzer See","05.07.2017 06:00:00","Stein, Robert","Adult","Fett:1;","männlich",2017-07-05,2017,7,5,10.6,67,51
"17997","VG94958","Wiederfund","Teichrohrsänger","Rietzer See","24.06.2017 05:00:00","Stein, Robert","Adult","Fett:2;","männlich",2017-06-24,2017,6,24,12.1,67,52
"17998","VH52579","Wiederfund","Teichrohrsänger","Rietzer See","20.07.2019 06:00:00","Stein, Robert","Adult","Fett:1;","männlich",2019-07-20,2019,7,20,11.1,68,52
"17999","VG94957","Wiederfund","Rohrschwirl","Rietzer See","23.09.2017 06:00:00","Stein, Robert","Adult","Fett:2;","männlich",2017-09-23,2017,9,23,15.6,69.5,52
"18000","VG94931","Wiederfund","Rohrschwirl","Rietzer See","09.06.2019 11:00:00","Stein, Robert","Adult","Fett:2;","männlich",2019-06-09,2019,6,9,15.3,68.5,52
"18001","GX1768","Wiederfund","Fitis","Rietzer See","24.06.2017 05:00:00","Stein, Robert","Adult","Fett:1;","männlich",2017-06-24,2017,6,24,8.4,69.5,54
"18002","PD61783","Wiederfund","Kohlmeise","Rietzer See","27.04.2019 08:00:00","Stein, Robert","Adult","Fett:1;","männlich",2019-04-27,2019,4,27,16.3,74,55
"18003","VG94973","Wiederfund","Mönchsgrasmücke","Rietzer See","03.06.2017 14:00:00","Stein, Robert","Adult","Fett:2;","männlich",2017-06-03,2017,6,3,17.9,75,56
"18004","VH34296","Wiederfund","Mönchsgrasmücke","Rietzer See","26.04.2019 18:00:00","Stein, Robert","Adult","Fett:2;","männlich",2019-04-26,2019,4,26,17.1,74.5,57
"18005","VG94923","Wiederfund","Rohrammer","Rietzer See","04.06.2017 08:00:00","Stein, Robert","Adult","Mönchsgrasmcke;Fett:1;","männlich",2017-06-04,2017,6,4,17.4,72,58
"18006","PC44353","Wiederfund","Rohrammer","Rietzer See","23.09.2017 08:00:00","Stein, Robert","Adult","Fett:2;","männlich",2017-09-23,2017,9,23,19.4,79,59
"18007","PD61800","Wiederfund","Rohrammer","Rietzer See","19.07.2019 20:00:00","Stein, Robert","Adult","Fett:2;","männlich",2019-07-19,2019,7,19,18.4,79.5,60.5
"18008","PD58391","Wiederfund","Goldammer","Rietzer See","20.04.2019 07:00:00","Stein, Robert","Adult","Fett:2;",NA,2019-04-20,2019,4,20,27.8,83,63
"18009","PD70262","Wiederfund","Goldammer","Rietzer See","16.08.2019 21:00:00","Stein, Robert","Adult",NA,"weiblich",2019-08-16,2019,8,16,28,84,63
"18010","PC44320","Wiederfund","Nachtigall","Rietzer See","04.06.2017 05:00:00","Stein, Robert","Adult","Fett:2;","männlich",2017-06-04,2017,6,4,22.4,85,64
"18011","VG94905","Wiederfund","Buchfink","Rietzer See","03.06.2017 15:00:00","Stein, Robert","Adult","Fett:1;","männlich",2017-06-03,2017,6,3,23.5,92.5,74
"18012","NA172740","Wiederfund","Amsel","Rietzer See","28.10.2017 17:00:00","Stein, Robert","Adult",NA,"männlich",2017-10-28,2017,10,28,94,128,98
"18013","NA172739","Wiederfund","Buntspecht","Rietzer See","20.08.2017 08:00:00","Stein, Robert","Adult",NA,"weiblich",2017-08-20,2017,8,20,78.3,135,105
"18014","ZI59251","Beringung","Rauchschwalbe","Rietzer See","04.09.2020 20:00:00","Stein, Robert","Adult","Muskel:2;Fett:3;","männlich",2020-09-04,2020,9,4,NA,NA,125
"18015","KX3688","Beringung","Rauchschwalbe","Rietzer See","29.08.2019 20:00:00","Stein, Robert","Adult","MUSKEL:3;FETT:4;","männlich",2019-08-29,2019,8,29,21.5,12,NA
"18016","ZI5860","Beringung","Rauchschwalbe","Rietzer See","07.05.2019 21:00:00","Stein, Robert","Adult","MUSKEL:2;FETT:2;",NA,2019-05-07,2019,5,7,NA,19.3,NA
"18017","HX7579","Beringung","Zaunkönig","Rietzer See","08.10.2017 12:00:00","Stein, Robert","Adult","MUSKEL:3;FETT:2;",NA,2017-10-08,2017,10,8,8.1,47,NA
"18018","KX9453","Beringung","Zaunkönig","Rietzer See","12.11.2019 07:00:00","Stein, Robert","Adult","MUSKEL:3;FETT:1;",NA,2019-11-12,2019,11,12,8.7,50,NA
"18019","KX9407","Beringung","Wintergoldhähnchen","Rietzer See","14.10.2019 07:00:00","Stein, Robert","Adult","MUSKEL:3;FETT:3;","weiblich",2019-10-14,2019,10,14,5.9,51,NA
"18020","HX7585","Beringung","Wintergoldhähnchen","Rietzer See","13.10.2017 08:00:00","Stein, Robert","Adult","MUSKEL:3;FETT:2;","weiblich",2017-10-13,2017,10,13,5.1,52,NA
"18021","HX7582","Beringung","Wintergoldhähnchen","Rietzer See","13.10.2017 08:00:00","Stein, Robert","Adult","MUSKEL:3;FETT:2;","weiblich",2017-10-13,2017,10,13,5.4,52,NA
"18022","GX1763","Beringung","Wintergoldhähnchen","Rietzer See","23.10.2016 09:00:00","Stein, Robert","Adult","MUSKEL:2; FETT.2","weiblich",2016-10-23,2016,10,23,5.6,52.5,NA
"18023","KX9496","Beringung","Zilpzalp","Rietzer See","27.05.2020 21:00:00","Stein, Robert","Adult","MUSKEL:2;FETT:1;","weiblich",2020-05-27,2020,5,27,6.4,53,NA
"18024","HX7581","Beringung","Wintergoldhähnchen","Rietzer See","13.10.2017 08:00:00","Stein, Robert","Adult","MUSKEL:3;FETT:1;","männlich",2017-10-13,2017,10,13,5.5,54,NA
"18025","GX1705","Beringung","Zilpzalp","Rietzer See","18.08.2016 18:00:00","Stein, Robert","Adult","MUSKEL:2;FETT:3","weiblich",2016-08-18,2016,8,18,8,54,NA
"18026","HX7661","Beringung","Zilpzalp","Rietzer See","27.07.2018 07:00:00","Stein, Robert","Adult","MUSKEL:2;FETT:0;BF;","weiblich",2018-07-27,2018,7,27,6.1,54,NA
"18027","KX9434","Beringung","Wintergoldhähnchen","Rietzer See","14.10.2019 08:00:00","Stein, Robert","Adult","MUSKEL:3;FETT:4;","männlich",2019-10-14,2019,10,14,6,54,NA
"18028","KX9403","Beringung","Wintergoldhähnchen","Rietzer See","13.10.2019 09:00:00","Stein, Robert","Adult","MUSKEL:3;FETT:2;","männlich",2019-10-13,2019,10,13,5.1,54,NA
"18029","HX7611","Beringung","Zilpzalp","Rietzer See","20.04.2018 16:00:00","Stein, Robert","Adult","MUSKEL:2;FETT:2;",NA,2018-04-20,2018,4,20,8.3,54,NA
"18030","KX3819","Beringung","Wintergoldhähnchen","Rietzer See","06.10.2019 09:00:00","Stein, Robert","Adult","MUSKEL:3;FETT:1;","weiblich",2019-10-06,2019,10,6,5.8,54.5,NA
"18031","HX7583","Beringung","Wintergoldhähnchen","Rietzer See","13.10.2017 08:00:00","Stein, Robert","Adult","MUSKEL:3;FETT:0;","männlich",2017-10-13,2017,10,13,5,55,NA
"18032","ZH5171","Beringung","Beutelmeise","Rietzer See","08.09.2016 19:00:00","Stein, Robert","Adult","MUSKEL:3; FETT:1","weiblich",2016-09-08,2016,9,8,10.3,55.5,NA
"18033","GX1750","Beringung","Wintergoldhähnchen","Rietzer See","27.09.2016 07:00:00","Stein, Robert","Adult","MUSKEL:2; FETT:2","männlich",2016-09-27,2016,9,27,5.9,55.5,NA
"18034","ZI5802","Beringung","Beutelmeise","Rietzer See","07.04.2019 09:00:00","Stein, Robert","Adult","MUSKEL:2;FETT:1;","männlich",2019-04-07,2019,4,7,9.4,55.5,NA
"18035","ZI5798","Beringung","Beutelmeise","Rietzer See","02.04.2019 10:00:00","Stein, Robert","Adult","MUSKEL:3;FETT:2;","männlich",2019-04-02,2019,4,2,10,55.5,NA
"18036","KX3744","Beringung","Zilpzalp","Rietzer See","13.09.2019 18:00:00","Stein, Robert","Adult","MUSKEL:2;FETT:1;",NA,2019-09-13,2019,9,13,7.1,55.5,NA
"18037","ZH5220","Beringung","Beutelmeise","Rietzer See","19.09.2016 10:00:00","Stein, Robert","Adult","MUSKEL:2; FETT:3","weiblich",2016-09-19,2016,9,19,8.4,55.5,NA
"18038","ZH5235","Beringung","Beutelmeise","Rietzer See","26.09.2016 13:00:00","Stein, Robert","Adult","MUSKEL:2; FETT:3","männlich",2016-09-26,2016,9,26,10.1,55.5,NA
"18039","ZH5172","Beringung","Beutelmeise","Rietzer See","08.09.2016 19:00:00","Stein, Robert","Adult","MUSKEL:2; FETT:1","männlich",2016-09-08,2016,9,8,10,56,NA
"18040","ZI59384","Beringung","Beutelmeise","Rietzer See","08.10.2020 08:00:00","Stein, Robert","Adult","Muskel:3;Fett:4;","weiblich",2020-10-08,2020,10,8,10.4,56,NA
"18041","KX3630","Beringung","Zilpzalp","Rietzer See","26.04.2019 16:00:00","Stein, Robert","Adult","MUSKEL:3;FETT:0;BF;","weiblich",2019-04-26,2019,4,26,9.7,56,NA
"18042","VG94967","Beringung","Bartmeise","Rietzer See","22.05.2017 06:00:00","Stein, Robert","Adult","MUSKEL:2; FETT:0; K1R2","weiblich",2017-05-22,2017,5,22,13.5,56,NA
"18043","KX9621","Beringung","Wintergoldhähnchen","Rietzer See","08.10.2020 07:00:00","Stein, Robert","Adult","MUSKEL:2;FETT:2;","männlich",2020-10-08,2020,10,8,5.3,56,NA
"18044","KX9465","Beringung","Zilpzalp","Rietzer See","25.04.2020 06:00:00","Stein, Robert","Adult","MUSKEL:3;FETT:1;",NA,2020-04-25,2020,4,25,6.4,56,NA
"18045","KX9404","Beringung","Wintergoldhähnchen","Rietzer See","14.10.2019 07:00:00","Stein, Robert","Adult","MUSKEL:3;FETT:3;","männlich",2019-10-14,2019,10,14,6.7,56,NA
"18046","VH25138","Beringung","Bartmeise","Rietzer See","15.06.2018 07:00:00","Stein, Robert","Adult","MUSKEL:2;FETT:0;","weiblich",2018-06-15,2018,6,15,13.5,56,NA
"18047","ZI20217","Beringung","Beutelmeise","Rietzer See","05.10.2019 16:00:00","Stein, Robert","Adult","MUSKEL:3;FETT:3;","männlich",2019-10-05,2019,10,5,10.5,56,NA
"18048","VH60699","Beringung","Beutelmeise","Rietzer See","14.09.2019 08:00:00","Stein, Robert","Adult","MUSKEL:2;FETT:0;","männlich",2019-09-14,2019,9,14,9.4,56,NA
"18049","ZH5232","Beringung","Beutelmeise","Rietzer See","26.09.2016 13:00:00","Stein, Robert","Adult","MUSKEL:3; FETT:2","männlich",2016-09-26,2016,9,26,9.6,56.5,NA
"18050","ZH41165","Beringung","Beutelmeise","Rietzer See","02.09.2017 17:00:00","Stein, Robert","Adult","MUSKEL:2;FETT:2;","männlich",2017-09-02,2017,9,2,11.1,56.5,NA
"18051","KX9418","Beringung","Wintergoldhähnchen","Rietzer See","14.10.2019 07:00:00","Stein, Robert","Adult","MUSKEL:3;FETT:2;","männlich",2019-10-14,2019,10,14,5,56.5,NA
"18052","KX9461","Beringung","Zilpzalp","Rietzer See","18.04.2020 08:00:00","Stein, Robert","Adult","MUSKEL:3;FETT:0;",NA,2020-04-18,2020,4,18,6.6,57,NA
"18053","VH25082","Wiederfund","Bartmeise","Rietzer See","13.07.2018 08:00:00","Stein, Robert","Adult","Muskel:2;Fett:1;","weiblich",2018-07-13,2018,7,13,14.7,57,NA
"18054","VG94977","Wiederfund","Bartmeise","Rietzer See","24.08.2018 08:00:00","Stein, Robert","Adult","Muskel:2;Fett:0;K0R0;HM29;","weiblich",2018-08-24,2018,8,24,14.6,57,NA
"18055","ZI59383","Beringung","Beutelmeise","Rietzer See","08.10.2020 08:00:00","Stein, Robert","Adult","Muskel:2;Fett:3;","männlich",2020-10-08,2020,10,8,11,57,NA
"18056","K.A.7577468","Wiederfund","Beutelmeise","Rietzer See","26.09.2016 13:00:00","Stein, Robert","Adult","Muscle=3, Fett=2, Strengdamm, Pegel","männlich",2016-09-26,2016,9,26,9.4,57,NA
"18057","K.A.7678419","Wiederfund","Beutelmeise","Rietzer See","08.09.2016 19:00:00","Stein, Robert","Adult","Fett=2, Muskel=2","männlich",2016-09-08,2016,9,8,9.5,57,NA
"18058","KX261","Beringung","Zilpzalp","Rietzer See","02.09.2018 06:00:00","Stein, Robert","Adult","MUSKEL:2;FETT:0;",NA,2018-09-02,2018,9,2,7.2,57,NA
"18059","ZH5217","Beringung","Beutelmeise","Rietzer See","19.09.2016 09:00:00","Stein, Robert","Adult","MUSKEL:2; FETT:3","männlich",2016-09-19,2016,9,19,9.5,57,NA
"18060","ZI6065","Beringung","Beutelmeise","Rietzer See","22.06.2019 08:00:00","Stein, Robert","Adult","MUSKEL:2;FETT:1;","weiblich",2019-06-22,2019,6,22,9.4,57,NA
"18061","VG94967","Wiederfund","Bartmeise","Rietzer See","25.05.2018 05:00:00","Stein, Robert","Adult","Muskel:2;Fett:1;K1R2;BF;","weiblich",2018-05-25,2018,5,25,13.5,56,NA
"18062","ZI59387","Beringung","Beutelmeise","Rietzer See","09.10.2020 09:00:00","Stein, Robert","Adult","Muskel:2;Fett:1;","männlich",2020-10-09,2020,10,9,8.7,57.5,NA
"18063","KX3745","Beringung","Zilpzalp","Rietzer See","13.09.2019 18:00:00","Stein, Robert","Adult","MUSKEL:3;FETT:1;",NA,2019-09-13,2019,9,13,6.6,57.5,NA
