"","Ring_Inschrift","Fundtyp","Artbezeichnung deutsch","Ortsbezeichnung","Datum","Beobachter","Altersdefinition","Bemerkung","Geschlecht","date","year","month","day","Gewicht_num_min","Fluegellaenge_num_min","Teilfederlaenge_num_min"
"12681","VD69177","Beringung","Bartmeise","Rietzer See","20.04.2013 08:00:00","Kasper, Heino","Adult","FETT:2","weiblich",2013-04-20,2013,4,20,16.7,61,46
"12682","BX7355","Beringung","Zilpzalp","Rietzer See","06.04.2015 09:00:00","Kasper, Heino","Adult","FETT:2","männlich",2015-04-06,2015,4,6,8.3,61,46
"12683","VE85311","Beringung","Bartmeise","Rietzer See","09.04.2008 20:00:00","Kasper, Heino","Adult","FETT:4","weiblich",2008-04-09,2008,4,9,18.3,61,46
"12684","VG59547","Beringung","Bartmeise","Rietzer See","22.04.2016 15:00:00","Kasper, Heino","Adult","FETT:2","weiblich",2016-04-22,2016,4,22,18.8,61,46
"12685","VH2431","Beringung","Bartmeise","Rietzer See","21.04.2018 07:00:00","Kasper, Heino","Adult","FETT:2;","männlich",2018-04-21,2018,4,21,16.2,61,46
"12686","VF60177","Wiederfund","Bartmeise","Rietzer See","13.06.2011 07:00:00","Kasper, Heino","Adult","Fett:2","männlich",2011-06-13,2011,6,13,15.6,60,46
"12687","6X5738","Beringung","Zilpzalp","Rietzer See","16.04.2011 19:00:00","Kasper, Heino","Adult","FETT:1","männlich",2011-04-16,2011,4,16,7.7,61,46
"12688","VE44433","Wiederfund","Bartmeise","Rietzer See","06.04.2007 20:00:00","Kasper, Heino","Adult",NA,"männlich",2007-04-06,2007,4,6,15.4,61,46
"12689","VG35169","Beringung","Bartmeise","Rietzer See","20.04.2014 08:00:00","Kasper, Heino","Adult","FETT:3","männlich",2014-04-20,2014,4,20,14.8,61,46
"12690","VG59551","Beringung","Bartmeise","Rietzer See","23.04.2016 06:00:00","Kasper, Heino","Adult","FETT:2","männlich",2016-04-23,2016,4,23,15,61,46
"12691","VD53982","Beringung","Bartmeise","Rietzer See","20.02.2003 09:00:00","Kasper, Heino","Adult","FETT:1","männlich",2003-02-20,2003,2,20,14.5,61,46
"12692","VF86390","Beringung","Bartmeise","Rietzer See","25.03.2012 08:00:00","Kasper, Heino","Adult","FETT:2","weiblich",2012-03-25,2012,3,25,16.8,61,46
"12693","VF15348","Beringung","Bartmeise","Rietzer See","14.06.2009 08:00:00","Kasper, Heino","Adult","FETT:0","männlich",2009-06-14,2009,6,14,15.8,61,46
"12694","VG76532","Beringung","Bartmeise","Rietzer See","05.06.2017 09:00:00","Kasper, Heino","Adult","FETT:2","weiblich",2017-06-05,2017,6,5,15.2,61,46
"12695","BX2114","Beringung","Zilpzalp","Rietzer See","26.04.2014 06:00:00","Kasper, Heino","Adult","FETT:2","männlich",2014-04-26,2014,4,26,7.8,61,46
"12696","VD69150","Beringung","Bartmeise","Rietzer See","07.04.2013 09:00:00","Kasper, Heino","Adult","FETT:4","weiblich",2013-04-07,2013,4,7,16.5,61,46
"12697","VG35169","Wiederfund","Bartmeise","Rietzer See","26.04.2014 06:00:00","Kasper, Heino","Adult","Fett:2","männlich",2014-04-26,2014,4,26,14.8,61,46
"12698","VD53975","Beringung","Bartmeise","Rietzer See","18.02.2003 08:00:00","Kasper, Heino","Adult","FETT:2","männlich",2003-02-18,2003,2,18,14.5,60,46
"12699","VG39280","Beringung","Bartmeise","Rietzer See","07.07.2014 14:00:00","Kasper, Heino","Adult","FETT:2","weiblich",2014-07-07,2014,7,7,14.6,61,46
"12700","VG35132","Wiederfund","Bartmeise","Rietzer See","30.03.2014 08:00:00","Kasper, Heino","Adult","Fett:3","weiblich",2014-03-30,2014,3,30,15.8,60.5,46
"12701","VG76646","Beringung","Bartmeise","Rietzer See","21.04.2017 20:00:00","Kasper, Heino","Adult","FETT:3","männlich",2017-04-21,2017,4,21,14.8,61,46
"12702","VG35128","Wiederfund","Bartmeise","Rietzer See","30.03.2014 08:00:00","Kasper, Heino","Adult","Fett:3","männlich",2014-03-30,2014,3,30,15.1,60,46
"12703","VF90018","Wiederfund","Bartmeise","Rietzer See","27.04.2013 07:00:00","Kasper, Heino","Adult","Fett:1","weiblich",2013-04-27,2013,4,27,13.9,56,40
"12704","VD53951","Wiederfund","Bartmeise","Rietzer See","11.02.2003 08:00:00","Kasper, Heino","Adult","EWF:2610","weiblich",2003-02-11,2003,2,11,15.5,61,46
"12705","VD53872","Wiederfund","Bartmeise","Rietzer See","15.05.2003 07:00:00","Kasper, Heino","Adult","EWF:2610","männlich",2003-05-15,2003,5,15,15.5,61,46
"12706","VD53992","Beringung","Bartmeise","Rietzer See","18.04.2003 08:00:00","Kasper, Heino","Adult","FETT:2","weiblich",2003-04-18,2003,4,18,16,61,46
"12707","VG76530","Beringung","Bartmeise","Rietzer See","05.06.2017 09:00:00","Kasper, Heino","Adult","FETT:2","männlich",2017-06-05,2017,6,5,16,61,46
"12708","8X8938","Beringung","Zilpzalp","Rietzer See","07.04.2012 12:00:00","Kasper, Heino","Adult","FETT:2","männlich",2012-04-07,2012,4,7,8,61,46
"12709","VH23944","Wiederfund","Bartmeise","Rietzer See","08.06.2019 16:00:00","Kasper, Heino","Adult","Fett:1;","männlich",2019-06-08,2019,6,8,16.1,61,46
"12710","VD77253","Beringung","Bartmeise","Rietzer See","07.04.2004 08:00:00","Kasper, Heino","Adult","FETT:1","weiblich",2004-04-07,2004,4,7,17,61,46
"12711","VE7360","Beringung","Bartmeise","Rietzer See","29.04.2006 09:00:00","Kasper, Heino","Adult","FETT:3","männlich",2006-04-29,2006,4,29,16.9,61,46
"12712","VE85313","Beringung","Bartmeise","Rietzer See","09.04.2008 20:00:00","Kasper, Heino","Adult","FETT:4","männlich",2008-04-09,2008,4,9,16.9,61,46
"12713","VF90014","Wiederfund","Bartmeise","Rietzer See","23.04.2016 06:00:00","Kasper, Heino","Adult","Fett:2","weiblich",2016-04-23,2016,4,23,15.3,61,46
"12714","VD53963","Beringung","Bartmeise","Rietzer See","18.02.2003 08:00:00","Kasper, Heino","Adult","FETT:1","männlich",2003-02-18,2003,2,18,14.5,61,46
"12715","VD69123","Wiederfund","Bartmeise","Rietzer See","23.06.2013 08:00:00","Kasper, Heino","Adult","Fett:2","weiblich",2013-06-23,2013,6,23,15.4,61,46
"12716","VG35129","Beringung","Bartmeise","Rietzer See","23.03.2014 08:00:00","Kasper, Heino","Adult","FETT:3","männlich",2014-03-23,2014,3,23,15.8,61,46
"12717","VG35175","Beringung","Bartmeise","Rietzer See","20.04.2014 10:00:00","Kasper, Heino","Adult","FETT:4","männlich",2014-04-20,2014,4,20,15,61,46
"12718","VG59536","Beringung","Bartmeise","Rietzer See","17.04.2016 07:00:00","Kasper, Heino","Adult","FETT:3","männlich",2016-04-17,2016,4,17,15.3,61,46
"12719","VG35132","Beringung","Bartmeise","Rietzer See","23.03.2014 08:00:00","Kasper, Heino","Adult","FETT:3","weiblich",2014-03-23,2014,3,23,15.8,60.5,46
"12720","VE54240","Beringung","Bartmeise","Rietzer See","28.04.2007 06:00:00","Kasper, Heino","Adult","FETT:1","männlich",2007-04-28,2007,4,28,14.8,61,46
"12721","VG76050","Beringung","Bartmeise","Rietzer See","03.06.2016 10:00:00","Kasper, Heino","Adult","FETT:2","männlich",2016-06-03,2016,6,3,15.4,61,46
"12722","VG35175","Wiederfund","Bartmeise","Rietzer See","10.07.2014 10:00:00","Kasper, Heino","Adult","Fett:2","männlich",2014-07-10,2014,7,10,15,61,46
"12723","VH47020","Beringung","Bartmeise","Rietzer See","09.06.2019 08:00:00","Kasper, Heino","Adult","FETT:2;","männlich",2019-06-09,2019,6,9,16.1,61,46
"12724","VD54404","Beringung","Bartmeise","Rietzer See","16.05.2003 07:00:00","Kasper, Heino","Adult","FETT:1","weiblich",2003-05-16,2003,5,16,15,61,46
"12725","VE7445","Wiederfund","Bartmeise","Rietzer See","16.03.2007 18:00:00","Kasper, Heino","Adult",NA,"männlich",2007-03-16,2007,3,16,15.5,60,45
"12726","VG59548","Beringung","Bartmeise","Rietzer See","22.04.2016 16:00:00","Kasper, Heino","Adult","FETT:3","männlich",2016-04-22,2016,4,22,17,61,46
"12727","VG35172","Beringung","Bartmeise","Rietzer See","20.04.2014 09:00:00","Kasper, Heino","Adult","FETT:3","männlich",2014-04-20,2014,4,20,14.7,61,46
"12728","EX2063","Beringung","Zilpzalp","Rietzer See","16.07.2016 07:00:00","Kasper, Heino","Adult","FETT:1","unbekannt",2016-07-16,2016,7,16,8,61,46
"12729","VE7445","Wiederfund","Bartmeise","Rietzer See","07.04.2007 07:00:00","Kasper, Heino","Adult","Fett:2","männlich",2007-04-07,2007,4,7,15.5,60,45
"12730","BX2137","Wiederfund","Zilpzalp","Rietzer See","27.03.2016 07:00:00","Kasper, Heino","Adult","Fett:3","männlich",2016-03-27,2016,3,27,7.7,60,45
"12731","VD69151","Beringung","Bartmeise","Rietzer See","07.04.2013 09:00:00","Kasper, Heino","Adult","FETT:2","männlich",2013-04-07,2013,4,7,14.9,61.5,46
"12732","VG76045","Beringung","Bartmeise","Rietzer See","03.06.2016 09:00:00","Kasper, Heino","Adult","FETT:1","männlich",2016-06-03,2016,6,3,15.1,61.5,46
"12733","VG35139","Beringung","Bartmeise","Rietzer See","30.03.2014 08:00:00","Kasper, Heino","Adult","FETT:4","männlich",2014-03-30,2014,3,30,15.8,61.5,46
"12734","VG39152","Beringung","Bartmeise","Rietzer See","28.06.2014 18:00:00","Kasper, Heino","Adult","FETT:4","männlich",2014-06-28,2014,6,28,17.5,61.5,46
"12735","VG35145","Beringung","Bartmeise","Rietzer See","30.03.2014 10:00:00","Kasper, Heino","Adult","FETT:2","männlich",2014-03-30,2014,3,30,14.3,61.5,46
"12736","VF86904","Beringung","Bartmeise","Rietzer See","14.04.2012 08:00:00","Kasper, Heino","Adult","FETT:2","männlich",2012-04-14,2012,4,14,16.1,61.5,46
"12737","VG35144","Beringung","Bartmeise","Rietzer See","30.03.2014 10:00:00","Kasper, Heino","Adult","FETT:4","weiblich",2014-03-30,2014,3,30,16.1,61,46
"12738","VG35144","Wiederfund","Bartmeise","Rietzer See","13.04.2014 06:00:00","Kasper, Heino","Adult","Fett:3","weiblich",2014-04-13,2014,4,13,16.1,61,46
"12739","VG35190","Wiederfund","Bartmeise","Rietzer See","29.06.2014 09:00:00","Kasper, Heino","Adult","Fett:2","männlich",2014-06-29,2014,6,29,15,61.5,46
"12740","6X5733","Beringung","Zilpzalp","Rietzer See","03.04.2011 10:00:00","Kasper, Heino","Adult","FETT:3","männlich",2011-04-03,2011,4,3,7.6,61.5,46
"12741","VG35137","Wiederfund","Bartmeise","Rietzer See","20.04.2014 08:00:00","Kasper, Heino","Adult","Fett:2","männlich",2014-04-20,2014,4,20,14.5,61,46
"12742","VG4323","Wiederfund","Bartmeise","Rietzer See","20.04.2013 06:00:00","Kasper, Heino","Adult","Fett:3","männlich",2013-04-20,2013,4,20,16.7,61.5,44
"12743","VF15261","Beringung","Bartmeise","Rietzer See","04.04.2009 09:00:00","Kasper, Heino","Adult","FETT:2","weiblich",2009-04-04,2009,4,4,18.3,61.5,46
"12744","VF15284","Beringung","Bartmeise","Rietzer See","25.04.2009 08:00:00","Kasper, Heino","Adult","FETT:2","weiblich",2009-04-25,2009,4,25,17.2,61.5,46
"12745","VD69169","Beringung","Bartmeise","Rietzer See","20.04.2013 06:00:00","Kasper, Heino","Adult","FETT:3","männlich",2013-04-20,2013,4,20,15.9,62,46
"12746","VD77377","Beringung","Bartmeise","Rietzer See","07.07.2004 09:00:00","Kasper, Heino","Adult","FETT:2","weiblich",2004-07-07,2004,7,7,15.5,62,46
"12747","VF86384","Wiederfund","Bartmeise","Rietzer See","30.03.2014 07:00:00","Kasper, Heino","Adult","Fett:3","weiblich",2014-03-30,2014,3,30,15,62,46
"12748","VG35091","Beringung","Weidenmeise","Rietzer See","14.01.2014 08:00:00","Kasper, Heino","Adult","FETT:1","unbekannt",2014-01-14,2014,1,14,10.5,62,46
"12749","VD69124","Wiederfund","Bartmeise","Rietzer See","26.09.2015 15:00:00","Kasper, Heino","Adult",NA,"männlich",2015-09-26,2015,9,26,15,61,48
"12750","VE85460","Beringung","Bartmeise","Rietzer See","12.07.2008 08:00:00","Kasper, Heino","Adult","FETT:1","männlich",2008-07-12,2008,7,12,16,62,46
"12751","VG59550","Beringung","Bartmeise","Rietzer See","23.04.2016 06:00:00","Kasper, Heino","Adult","FETT:2","weiblich",2016-04-23,2016,4,23,17.3,62,46
"12752","XC1778","Beringung","Schwanzmeise","Rietzer See","28.02.2004 07:00:00","Kasper, Heino","Adult","FETT:1","unbekannt",2004-02-28,2004,2,28,7,62,46
"12753","VE85312","Beringung","Bartmeise","Rietzer See","09.04.2008 20:00:00","Kasper, Heino","Adult","FETT:3","männlich",2008-04-09,2008,4,9,16.4,62,46
"12754","ZG56162","Beringung","Weidenmeise","Rietzer See","27.03.2016 10:00:00","Kasper, Heino","Adult","FETT:1","unbekannt",2016-03-27,2016,3,27,10.9,62,46
"12755","VE7389","Beringung","Bartmeise","Rietzer See","16.06.2006 06:00:00","Kasper, Heino","Adult","FETT:2","männlich",2006-06-16,2006,6,16,17,62,46
"12756","VG35184","Beringung","Bartmeise","Rietzer See","21.04.2014 09:00:00","Kasper, Heino","Adult","FETT:3","männlich",2014-04-21,2014,4,21,14.9,62,46
"12757","BX2112","Wiederfund","Zilpzalp","Rietzer See","08.07.2014 19:00:00","Kasper, Heino","Adult","Fett:2","männlich",2014-07-08,2014,7,8,8.3,62,46
"12758","VD77300","Beringung","Bartmeise","Rietzer See","12.06.2004 07:00:00","Kasper, Heino","Adult","FETT:2","männlich",2004-06-12,2004,6,12,16.5,62,46
"12759","VD77276","Beringung","Bartmeise","Rietzer See","24.04.2004 08:00:00","Kasper, Heino","Adult","FETT:1","männlich",2004-04-24,2004,4,24,15,62,46
"12760","VE7398","Beringung","Bartmeise","Rietzer See","16.06.2006 09:00:00","Kasper, Heino","Adult","FETT:2","männlich",2006-06-16,2006,6,16,15.4,62,46
"12761","VE85273","Beringung","Bartmeise","Rietzer See","30.01.2008 10:00:00","Kasper, Heino","Adult","FETT:4","männlich",2008-01-30,2008,1,30,16.8,62,46
"12762","BX7363","Beringung","Fitis","Rietzer See","29.04.2015 21:00:00","Kasper, Heino","Adult","FETT:2","weiblich",2015-04-29,2015,4,29,8.6,62,46
"12763","VG4047","Beringung","Bartmeise","Rietzer See","07.07.2012 09:00:00","Kasper, Heino","Adult","FETT:2","männlich",2012-07-07,2012,7,7,17,62,46
"12764","VF60535","Wiederfund","Bartmeise","Rietzer See","16.07.2011 07:00:00","Kasper, Heino","Adult","Fett:2","männlich",2011-07-16,2011,7,16,15.1,62,46
"12765","VE85467","Beringung","Bartmeise","Rietzer See","12.07.2008 08:00:00","Kasper, Heino","Adult","FETT:2","männlich",2008-07-12,2008,7,12,17.2,62,46
"12766","VD53957","Beringung","Bartmeise","Rietzer See","18.02.2003 08:00:00","Kasper, Heino","Adult","FETT:2","männlich",2003-02-18,2003,2,18,15.5,62,46
"12767","VF15257","Beringung","Bartmeise","Rietzer See","04.04.2009 09:00:00","Kasper, Heino","Adult","FETT:2","männlich",2009-04-04,2009,4,4,14.6,62,46
"12768","VG39187","Beringung","Bartmeise","Rietzer See","29.06.2014 07:00:00","Kasper, Heino","Adult","FETT:2","männlich",2014-06-29,2014,6,29,14.8,62,46
"12769","VD69143","Wiederfund","Bartmeise","Rietzer See","25.04.2015 06:00:00","Kasper, Heino","Adult",NA,"männlich",2015-04-25,2015,4,25,14.3,60,45
"12770","3X6373","Beringung","Schwanzmeise","Rietzer See","26.09.2009 10:00:00","Kasper, Heino","Adult","FETT:2","unbekannt",2009-09-26,2009,9,26,8.2,62,46
"12771","VD53973","Beringung","Bartmeise","Rietzer See","18.02.2003 08:00:00","Kasper, Heino","Adult","FETT:2","männlich",2003-02-18,2003,2,18,15,62,46
"12772","VE85310","Beringung","Bartmeise","Rietzer See","09.04.2008 19:00:00","Kasper, Heino","Adult","FETT:5","männlich",2008-04-09,2008,4,9,19,62,46
"12773","VG76634","Beringung","Bartmeise","Rietzer See","09.04.2017 08:00:00","Kasper, Heino","Adult","FETT:4","männlich",2017-04-09,2017,4,9,16.5,58,46
"12774","VE85308","Beringung","Bartmeise","Rietzer See","09.04.2008 19:00:00","Kasper, Heino","Adult","FETT:4","männlich",2008-04-09,2008,4,9,15.1,62,46
"12775","VG35183","Beringung","Bartmeise","Rietzer See","21.04.2014 09:00:00","Kasper, Heino","Adult","FETT:3","männlich",2014-04-21,2014,4,21,15.2,62,46
"12776","VE85308","Wiederfund","Bartmeise","Rietzer See","10.04.2008 08:00:00","Kasper, Heino","Adult","Fett:2","männlich",2008-04-10,2008,4,10,15.1,62,46
"12777","VD54401","Beringung","Bartmeise","Rietzer See","16.05.2003 06:00:00","Kasper, Heino","Adult","FETT:2","männlich",2003-05-16,2003,5,16,16,62,46
"12778","VF60129","Beringung","Bartmeise","Rietzer See","09.07.2010 20:00:00","Kasper, Heino","Adult","FETT:3","männlich",2010-07-09,2010,7,9,17.4,62,46
"12779","VD77255","Beringung","Bartmeise","Rietzer See","07.04.2004 09:00:00","Kasper, Heino","Adult","FETT:1","männlich",2004-04-07,2004,4,7,15,62,46
"12780","NX2013","Beringung","Fitis","Rietzer See","28.04.2020 06:00:00","Kasper, Heino","Adult","FETT:2;","weiblich",2020-04-28,2020,4,28,7.8,62,46
"12781","VD53957","Wiederfund","Bartmeise","Rietzer See","20.02.2003 07:00:00","Kasper, Heino","Adult","EWF:2610","männlich",2003-02-20,2003,2,20,15.5,62,46
"12782","VD53973","Wiederfund","Bartmeise","Rietzer See","20.02.2003 09:00:00","Kasper, Heino","Adult","EWF:2610","männlich",2003-02-20,2003,2,20,15,62,46
"12783","VD53972","Beringung","Bartmeise","Rietzer See","18.02.2003 08:00:00","Kasper, Heino","Adult","FETT:2","weiblich",2003-02-18,2003,2,18,15,62,46
"12784","VH47688","Beringung","Bartmeise","Rietzer See","31.05.2020 12:00:00","Kasper, Heino","Adult","FETT:2;","männlich",2020-05-31,2020,5,31,15.3,62,46
"12785","VF60515","Beringung","Weidenmeise","Rietzer See","03.04.2011 09:00:00","Kasper, Heino","Adult","FETT:0","männlich",2011-04-03,2011,4,3,11.5,62,46
"12786","VE85461","Beringung","Bartmeise","Rietzer See","12.07.2008 08:00:00","Kasper, Heino","Adult","FETT:2","männlich",2008-07-12,2008,7,12,15.8,62,46
"12787","ZH97726","Beringung","Klappergrasmücke","Rietzer See","28.04.2020 18:00:00","Kasper, Heino","Adult","FETT:1;","männlich",2020-04-28,2020,4,28,10.6,62,46
"12788","VF90023","Wiederfund","Bartmeise","Rietzer See","06.07.2012 21:00:00","Kasper, Heino","Adult","Fett:2","männlich",2012-07-06,2012,7,6,15.1,60,46
"12789","VF60510","Beringung","Bartmeise","Rietzer See","26.03.2011 09:00:00","Kasper, Heino","Adult","FETT:4","männlich",2011-03-26,2011,3,26,16.2,61.5,46
"12790","VE54243","Beringung","Bartmeise","Rietzer See","28.04.2007 06:00:00","Kasper, Heino","Adult","FETT:1","weiblich",2007-04-28,2007,4,28,14.8,62,46
"12791","BX2110","Beringung","Zilpzalp","Rietzer See","20.04.2014 20:00:00","Kasper, Heino","Adult","FETT:2","männlich",2014-04-20,2014,4,20,8.5,62,46
"12792","VG59540","Beringung","Bartmeise","Rietzer See","17.04.2016 07:00:00","Kasper, Heino","Adult","FETT:4","männlich",2016-04-17,2016,4,17,16.1,62,46
"12793","VF15253","Beringung","Bartmeise","Rietzer See","04.04.2009 07:00:00","Kasper, Heino","Adult","FETT:3","männlich",2009-04-04,2009,4,4,15.5,62,46
"12794","6X5731","Beringung","Zilpzalp","Rietzer See","26.03.2011 08:00:00","Kasper, Heino","Adult",NA,"männlich",2011-03-26,2011,3,26,8.1,62,46
"12795","VG76038","Beringung","Bartmeise","Rietzer See","03.06.2016 07:00:00","Kasper, Heino","Adult","FETT:2","männlich",2016-06-03,2016,6,3,15.9,62,46
"12796","XW601","Beringung","Zilpzalp","Rietzer See","29.04.2006 14:00:00","Kasper, Heino","Adult","FETT:1","unbekannt",2006-04-29,2006,4,29,7.5,62,46
"12797","VF90019","Beringung","Bartmeise","Rietzer See","10.06.2012 07:00:00","Kasper, Heino","Adult","FETT:2","männlich",2012-06-10,2012,6,10,15.6,62,46
"12798","VF15258","Wiederfund","Bartmeise","Rietzer See","18.04.2010 08:00:00","Kasper, Heino","Adult",NA,"männlich",2010-04-18,2010,4,18,15.8,62,45
"12799","VG35114","Wiederfund","Bartmeise","Rietzer See","21.04.2014 10:00:00","Kasper, Heino","Adult","Fett:4","männlich",2014-04-21,2014,4,21,15.9,62,46
"12800","XD7837","Beringung","Fitis","Rietzer See","14.05.2016 18:00:00","Kasper, Heino","Adult","FETT:1","weiblich",2016-05-14,2016,5,14,11.1,63,46
"12801","VG35126","Wiederfund","Bartmeise","Rietzer See","17.04.2016 08:00:00","Kasper, Heino","Adult","Fett:3","männlich",2016-04-17,2016,4,17,15.7,61,46
"12802","VE44433","Wiederfund","Bartmeise","Rietzer See","09.04.2008 16:00:00","Kasper, Heino","Adult","Fett:4","männlich",2008-04-09,2008,4,9,15.4,61,46
"12803","VG35097","Beringung","Blaumeise","Rietzer See","14.02.2014 17:00:00","Kasper, Heino","Adult","FETT:1","weiblich",2014-02-14,2014,2,14,11.2,63,46
"12804","ZE12387","Beringung","Schwanzmeise","Rietzer See","02.04.2011 15:00:00","Kasper, Heino","Adult","FETT:3","weiblich",2011-04-02,2011,4,2,10.8,63,46
"12805","VF15252","Beringung","Bartmeise","Rietzer See","04.04.2009 06:00:00","Kasper, Heino","Adult","FETT:1","männlich",2009-04-04,2009,4,4,14.5,63,46
"12806","VC91729","Wiederfund","Schilfrohrsänger","Rietzer See","18.05.2001 06:00:00","Kasper, Heino","Adult",NA,"unbekannt",2001-05-18,2001,5,18,10.5,52,NA
"12807","VD53958","Beringung","Bartmeise","Rietzer See","18.02.2003 08:00:00","Kasper, Heino","Adult","FETT:3","männlich",2003-02-18,2003,2,18,17,63,46
"12808","NX2296","Beringung","Schwanzmeise","Rietzer See","29.12.2020 10:00:00","Kasper, Heino","Adult","FETT:1;",NA,2020-12-29,2020,12,29,7.9,63,46
"12809","VG35077","Wiederfund","Blaumeise","Rietzer See","15.02.2014 08:00:00","Kasper, Heino","Adult","Fett:1","weiblich",2014-02-15,2014,2,15,9.7,63,46
"12810","ZI31762","Beringung","Schwanzmeise","Rietzer See","29.12.2020 10:00:00","Kasper, Heino","Adult","FETT:2;",NA,2020-12-29,2020,12,29,8,65,46
"12811","ZD3537","Beringung","Teichrohrsänger","Rietzer See","14.07.2007 05:00:00","Kasper, Heino","Adult","FETT:2","weiblich",2007-07-14,2007,7,14,11.2,65,46
"12812","VD69177","Wiederfund","Bartmeise","Rietzer See","27.06.2015 08:00:00","Kasper, Heino","Adult",NA,"weiblich",2015-06-27,2015,6,27,16.7,61,46
"12813","VG35126","Beringung","Bartmeise","Rietzer See","23.03.2014 07:00:00","Kasper, Heino","Adult","FETT:3","männlich",2014-03-23,2014,3,23,15.7,61,46
"12814","VD69157","Beringung","Bartmeise","Rietzer See","14.04.2013 07:00:00","Kasper, Heino","Adult","FETT:3","männlich",2013-04-14,2013,4,14,16.5,61,46.5
"12815","VG35116","Beringung","Bartmeise","Rietzer See","23.03.2014 07:00:00","Kasper, Heino","Adult","FETT:3","weiblich",2014-03-23,2014,3,23,16.3,61,46.5
"12816","VG35171","Beringung","Bartmeise","Rietzer See","20.04.2014 09:00:00","Kasper, Heino","Adult","FETT:3","männlich",2014-04-20,2014,4,20,15,60,46
"12817","VG35137","Beringung","Bartmeise","Rietzer See","30.03.2014 08:00:00","Kasper, Heino","Adult","FETT:2","männlich",2014-03-30,2014,3,30,14.5,61,46
"12818","VG35147","Wiederfund","Bartmeise","Rietzer See","26.04.2014 06:00:00","Kasper, Heino","Adult",NA,"weiblich",2014-04-26,2014,4,26,16.6,62,46.5
"12819","VG76627","Beringung","Bartmeise","Rietzer See","09.04.2017 07:00:00","Kasper, Heino","Adult","FETT:2","männlich",2017-04-09,2017,4,9,15,62,46.5
"12820","VF60213","Wiederfund","Bartmeise","Rietzer See","14.04.2012 07:00:00","Kasper, Heino","Adult","Fett:2","weiblich",2012-04-14,2012,4,14,15,57,42
"12821","VF60508","Beringung","Bartmeise","Rietzer See","26.03.2011 07:00:00","Kasper, Heino","Adult","FETT:3","männlich",2011-03-26,2011,3,26,14.2,61,46.5
"12822","VG35121","Beringung","Bartmeise","Rietzer See","23.03.2014 07:00:00","Kasper, Heino","Adult","FETT:4","männlich",2014-03-23,2014,3,23,16.4,62,46.5
"12823","VG4146","Wiederfund","Bartmeise","Rietzer See","30.03.2014 09:00:00","Kasper, Heino","Adult","Fett:3","männlich",2014-03-30,2014,3,30,14.6,58,42.5
"12824","VE85334","Beringung","Bartmeise","Rietzer See","25.04.2008 16:00:00","Kasper, Heino","Adult","FETT:3","männlich",2008-04-25,2008,4,25,15.7,63,46.5
"12825","VG76627","Wiederfund","Bartmeise","Rietzer See","22.04.2017 06:00:00","Kasper, Heino","Adult","Fett:1","männlich",2017-04-22,2017,4,22,15,62,46.5
"12826","VH23994","Beringung","Bartmeise","Rietzer See","20.04.2019 17:00:00","Kasper, Heino","Adult","FETT:3;","männlich",2019-04-20,2019,4,20,15.7,60,47
"12827","VD53962","Beringung","Bartmeise","Rietzer See","18.02.2003 08:00:00","Kasper, Heino","Adult","FETT:1","weiblich",2003-02-18,2003,2,18,14.5,60,47
"12828","VG76269","Wiederfund","Blaumeise","Rietzer See","05.07.2017 06:00:00","Kasper, Heino","Adult","Fett:1","weiblich",2017-07-05,2017,7,5,9.8,60,47
"12829","JX3850","Beringung","Zilpzalp","Rietzer See","20.04.2019 16:00:00","Kasper, Heino","Adult","FETT:2;","männlich",2019-04-20,2019,4,20,7.4,60,47
"12830","VD69171","Beringung","Bartmeise","Rietzer See","20.04.2013 07:00:00","Kasper, Heino","Adult","FETT:3","weiblich",2013-04-20,2013,4,20,16.4,60.5,47
"12831","VD69174","Beringung","Bartmeise","Rietzer See","20.04.2013 07:00:00","Kasper, Heino","Adult","FETT:2","weiblich",2013-04-20,2013,4,20,15.2,61,47
"12832","VD54471","Beringung","Bartmeise","Rietzer See","12.07.2003 07:00:00","Kasper, Heino","Adult","FETT:1","männlich",2003-07-12,2003,7,12,16,61,47
"12833","VE7425","Beringung","Bartmeise","Rietzer See","24.06.2006 08:00:00","Kasper, Heino","Adult","FETT:1","männlich",2006-06-24,2006,6,24,14.8,61,47
"12834","VD53984","Beringung","Bartmeise","Rietzer See","18.04.2003 06:00:00","Kasper, Heino","Adult","FETT:3","weiblich",2003-04-18,2003,4,18,15.5,60,45
"12835","VG59558","Wiederfund","Bartmeise","Rietzer See","21.04.2017 17:00:00","Kasper, Heino","Adult","Fett:3","männlich",2017-04-21,2017,4,21,14.6,61,47
"12836","VG17479","Beringung","Bartmeise","Rietzer See","13.07.2013 09:00:00","Kasper, Heino","Adult","FETT:2","männlich",2013-07-13,2013,7,13,15.7,61,47
"12837","VG76623","Beringung","Bartmeise","Rietzer See","09.04.2017 06:00:00","Kasper, Heino","Adult","FETT:2","männlich",2017-04-09,2017,4,9,14.4,60.5,47
"12838","VD69167","Beringung","Bartmeise","Rietzer See","20.04.2013 06:00:00","Kasper, Heino","Adult","FETT:2","männlich",2013-04-20,2013,4,20,16.5,61,47
"12839","XD7804","Wiederfund","Zilpzalp","Rietzer See","14.05.2016 20:00:00","Kasper, Heino","Adult","Fett:2","männlich",2016-05-14,2016,5,14,8.3,61,47
